,strain,Myrcene,Pinene,Caryophyllene,Limonene,Humulene,Terpinolene,Linalool,Ocimene
1688,chocolate-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,french-bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,blackberry-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,kerosene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,scouts-honor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,la-cheese,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1694,citral-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,sasquatch-sap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,durban-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,best-friend-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,blue-dynamite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,white-lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,dark-side-of-the-moon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,sleestack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,bazooka-joe-g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,tardis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,tangie-ghost-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,dr-greenthumbs-em-dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,strawberry-blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,alien-cookies,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1708,purple-happy-rancher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,gorilla-grips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,ms-universe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,strawberry-sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,kool-aid-smile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,flo-limone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,thai-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,training-day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,mandarin-tk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,alaska-thunder-grape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,chocolate-glue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,harambe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,killer-grape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,glass-apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,django,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,purple-martian-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,blue-ox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,hawaiian-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,sour-lsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,juicy-jack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,swiss-bliss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,magnum-opus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,crocketts-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,cheese-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,dream-beaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,cbd-lilly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,purple-paralysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,animal-mints,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,super-sour-widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,sin-city-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,chem-berry-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,island-maui-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,foul-mouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,white-lavender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,atomic-bomb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,zamaldelica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,anubis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,lemon-zest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,ketama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,bubba-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,biohazard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,remo-chemo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,grimmdica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,seattlesoda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,east-coast-alien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,sorbetto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,alien-abduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,nectarine-lips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,lak-federal-reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,magnum-pi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,double-barrel-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,velvet-purps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,industrial-plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,kuchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,hong-kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,white-elephant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,sweet-amnesia-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,guava-chem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,skydog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,blackberry-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,el-nino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,appleberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,cookies-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,chocolate-tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,the-flav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,grape-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,south-indian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,831-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,krishna-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,super-sour-lemon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,cali-dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,shark-attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,cindy-white,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,thai-lights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,longbottom-leaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,belladonna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,fire-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,platinum-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,blue-wolf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,agape,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,blurple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,blue-ivy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,green-crack-extreme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,astral-works,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,whoopie-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1793,american-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,alien-asshat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,jamaican-lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,tree-of-life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,china-yunnan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,limon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,blue-mountain-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,absinthe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,jorges-diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,master-jedi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,margaret-cho-g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,california-sour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,double-mint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,buckeye-purple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,bluniverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,the-ox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,banana-sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,karma-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,ghost-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,california-love-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,ny-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,pacific-blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,caramel-kona-coffee-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,big-sur-holy-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,cadillac-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,blue-kripple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,trueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,cheesewreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,alien-inferno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,mammoth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,pineapple-sage,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1824,sour-urkle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,black-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,monkey-bread-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,liquid-butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,dutch-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,nightfire-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,pineapple-thai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,super-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,cherry-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,hashplant-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,white-strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,nukeheads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,royal-tree-sherbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,x-wing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,carnival,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,powernap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,cbd-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,sour-og-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,bediol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,guard-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,white-choco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,grimace-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,lake-of-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,summer-breeze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,go-time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,zoom-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,blue-buddha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,royal-dwarf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,ocd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,hempstar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,humboldt-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,amnesia-ganja-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,quad-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,cannasutra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,kush-n-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,pearl-scout-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,terminator-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,black-magic,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1862,brainstorm-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,chocolate-thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,sweet-jane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,afrikaner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,green-crack-cbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,the-grunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,safety-meeting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,old-toby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,stinky-pete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,tuna-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,terpwin-station,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,sweet-valley-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,ebola-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,afghan-widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,deadlights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,double-tap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,moon-drops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,project-blue-book,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,star-master-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,tangerine-sunrise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,booger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,special-k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,blackberry-lime-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,og-los-angeles-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,cypress-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,cambodian-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,jack-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,edelweiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,early-miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,jack-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,raw-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,quebec-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,berries--crme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,kiwiskunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,dream-machine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,mercury-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,blackberry-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,medibud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,aspen-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,cobbler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,blue-thai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,master-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,heavenly-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,gandalf-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,yodas-brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,diesel-glue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,spice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,sumo-grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,sizzurp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,cronuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,happy-rancher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,grape-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,dinachem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,dosi-woah-r1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,bangi-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,super-sweet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,grilled-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,grape-vine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,crocketts-confidential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,holy-ghost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,purple-people-eater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,ig-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,hulkamania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,zelda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,cherry-durban-poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,kiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,sky-lotus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,enigma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,allkush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,sour-poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,heatwave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,blackberry-trainwreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,lemon-tangie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,banana-peel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,nuclear-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,g-force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,gods-treat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,black-lotus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,wellness-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,sierra-mist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,hawaiian-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,sky-master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,bubble-bomb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,southern-lights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,sfv-dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,5k-puff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,neptune-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,white-strawberry-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,euphoria-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,mighty-glue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,banana-milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,sugar-mama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,bc-sweet-tooth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,double-dutch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,blue-tara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,sunset-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,raspberry-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,lions-milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,snow-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,lucifer-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,mountain-thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,night-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,kaboom,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1966,silver-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,early-pearl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,blue-flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,diamond-valley-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,desert-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,xxx-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,arabian-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,cookies-and-cream-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,60-day-wonder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,nebula-ii-cbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,russian-rocket-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,mountain-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,jimi-hendrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,jacks-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,double-stuffed-sorbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,punto-rojo-tierra-adentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,blackberry-rhino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,sour-willie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,csg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,mandarin-zkittlez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,northern-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,sublime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,california-sour-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,strawberry-blondie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,yummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,hawaiian-mayan-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,first-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,gravity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,cookie-puss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,pamelina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,tina-danza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,cocoa-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,mendocino-madness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,truffula-tree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,hawaiian-duckfoot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,cherry-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,b-witched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,michael-phelps-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,rocky-mountain-blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,dr-feelgood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,green-python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,peach-puree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,orange-kush-cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,buffalo-bill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,himalayan-blackberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,blue-nina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,caramel-cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,west-coast-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,island-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,damnesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,swiss-tsunami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,suicide-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,purple-majik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
